auction_id,auction_house_id,artwork_id,date_of_auction,collector_museum_id,bid_data_id,number_of_bids,reserve_price,final_price,artist_id,name,medium,year_created,image,artwork_length,artwork_width,artwork_height,signed,insurance_value,university_id,auction_house_name,location,auction_house_rating,y_price,y_log_price,area,log_area,volume,log_volume,artwork_age,signed_flag,log_insurance,season_q,auction_year,reserve_gt0,premium,is_top_city,nationality,artists_dealers_id,dealer_id,gallery_id,dealer_name,number_of_artists,dealer_avg_earnings,log_dealer_earnings,ownership_count,loan_count,prov_count
AUC-001325,AH-012,ARTW-000034,2016-06-25,COL-0058,AUC-001325,5,65516.0,73154,ART-00007,Artwork 34,Oil on Canvas,1963,https://example.com/art/34.jpg,47,176,10,True,188467,UNI-004,Ketterer 96,Madrid,60,73154,11.200335756812263,8272,9.020752479190183,82720,11.32322877864404,53,1,12.146683510185918,2,2016,1,0.11658220892606386,0,New Zealander,AD-000013,DEALER-021,GALLERY-028,Olivia Moore,22,1131754.9,13.939280878450068,2.0,,3.0
AUC-001325,AH-012,ARTW-000034,2016-06-25,COL-0058,AUC-001325,5,65516.0,73154,ART-00007,Artwork 34,Oil on Canvas,1963,https://example.com/art/34.jpg,47,176,10,True,188467,UNI-004,Ketterer 96,Madrid,60,73154,11.200335756812263,8272,9.020752479190183,82720,11.32322877864404,53,1,12.146683510185918,2,2016,1,0.11658220892606386,0,New Zealander,AD-000014,DEALER-056,GALLERY-020,Casey Martinez,14,694935.6,13.451575897364274,2.0,,3.0
AUC-001326,AH-006,ARTW-001381,2016-07-09,COL-0041,AUC-001326,1,107292.0,105989,ART-00303,Artwork 1381,Photography,1962,https://example.com/art/1381.jpg,167,129,33,True,295118,UNI-002,Wright 25,Sydney,80,105989,11.5711000290213,21543,9.977852634491434,710919,13.474315184873928,54,1,12.59513394381266,3,2016,1,-0.012144428289154829,0,Bangladeshi,AD-000489,DEALER-018,GALLERY-031,Avery Martin,12,213006.1,12.269080777469352,1.0,1.0,
AUC-001327,AH-035,ARTW-001904,2014-11-16,COL-0113,AUC-001327,4,156384.0,173561,ART-00424,Artwork 1904,Photography,1952,https://example.com/art/1904.jpg,148,159,16,False,45751,UNI-004,Lempertz 45,Chicago,85,173561,12.06429016323838,23532,10.06615897040696,376512,12.838707854178445,62,0,10.730990785595152,4,2014,1,0.10983860241456926,0,Indonesian,AD-000682,DEALER-020,GALLERY-001,Mason Taylor,14,204682.4,12.229219674076743,4.0,2.0,
AUC-001327,AH-035,ARTW-001904,2014-11-16,COL-0113,AUC-001327,4,156384.0,173561,ART-00424,Artwork 1904,Photography,1952,https://example.com/art/1904.jpg,148,159,16,False,45751,UNI-004,Lempertz 45,Chicago,85,173561,12.06429016323838,23532,10.06615897040696,376512,12.838707854178445,62,0,10.730990785595152,4,2014,1,0.10983860241456926,0,Indonesian,AD-000683,DEALER-028,GALLERY-036,Mason Williams,18,380303.8,12.848728315451213,4.0,2.0,
AUC-001328,AH-004,ARTW-000060,2023-05-25,COL-0005,AUC-001328,1,101501.0,101290,ART-00012,Artwork 60,Watercolour,2018,https://example.com/art/60.jpg,44,199,48,True,423069,UNI-002,Tajan 57,Paris,76,101290,11.525752841275015,8756,9.077608659522225,420288,12.94869784886866,5,1,12.955292928970913,2,2023,1,-0.002078797253229032,1,Portuguese,AD-000023,DEALER-022,GALLERY-039,Harper Thomas,14,833029.0,13.632824934906239,5.0,1.0,
AUC-001328,AH-004,ARTW-000060,2023-05-25,COL-0005,AUC-001328,1,101501.0,101290,ART-00012,Artwork 60,Watercolour,2018,https://example.com/art/60.jpg,44,199,48,True,423069,UNI-002,Tajan 57,Paris,76,101290,11.525752841275015,8756,9.077608659522225,420288,12.94869784886866,5,1,12.955292928970913,2,2023,1,-0.002078797253229032,1,Portuguese,AD-000024,DEALER-006,GALLERY-022,Elijah Hernandez,16,91529.4,11.424426436521138,5.0,1.0,
AUC-001329,AH-011,ARTW-002071,2014-05-12,COL-0046,AUC-001329,1,27744.0,27377,ART-00459,Artwork 2071,Photography,2002,https://example.com/art/2071.jpg,26,79,10,True,288397,UNI-002,Ketterer 30,Madrid,64,27377,10.217495050155458,2054,7.628031126930335,20540,9.930178167789173,12,1,12.572096749556126,2,2014,1,-0.013228085351787775,0,Dutch,AD-000744,DEALER-030,GALLERY-022,Alex Miller,11,512123.2,13.14632245272933,1.0,,
AUC-001329,AH-011,ARTW-002071,2014-05-12,COL-0046,AUC-001329,1,27744.0,27377,ART-00459,Artwork 2071,Photography,2002,https://example.com/art/2071.jpg,26,79,10,True,288397,UNI-002,Ketterer 30,Madrid,64,27377,10.217495050155458,2054,7.628031126930335,20540,9.930178167789173,12,1,12.572096749556126,2,2014,1,-0.013228085351787775,0,Dutch,AD-000745,DEALER-055,GALLERY-034,Mason Moore,12,494969.5,13.112253443815321,1.0,,
AUC-001329,AH-011,ARTW-002071,2014-05-12,COL-0046,AUC-001329,1,27744.0,27377,ART-00459,Artwork 2071,Photography,2002,https://example.com/art/2071.jpg,26,79,10,True,288397,UNI-002,Ketterer 30,Madrid,64,27377,10.217495050155458,2054,7.628031126930335,20540,9.930178167789173,12,1,12.572096749556126,2,2014,1,-0.013228085351787775,0,Dutch,AD-000746,DEALER-020,GALLERY-001,Mason Taylor,14,204682.4,12.229219674076743,1.0,,
AUC-001330,AH-010,ARTW-002256,2010-03-26,COL-0096,AUC-001330,5,153744.0,174747,ART-00500,Artwork 2256,Acrylic,1963,https://example.com/art/2256.jpg,135,169,19,False,277384,UNI-005,Tajan 86,Dubai,85,174747,12.071100215109247,22815,10.035217323214022,433485,12.97961477941018,47,0,12.533161711860828,1,2010,1,0.1366102091788948,1,Japanese,AD-000821,DEALER-048,GALLERY-026,Alex Hernandez,13,112368.5,11.62954782730586,4.0,,
AUC-001331,AH-016,ARTW-001947,2016-12-21,COL-0147,AUC-001331,8,217041.0,249904,ART-00434,Artwork 1947,Digital,1996,https://example.com/art/1947.jpg,163,36,24,True,34940,UNI-003,Cambiaso 24,Dubai,64,249904,12.428836124626088,5868,8.677439540558334,140832,11.85533007024455,20,1,10.461416203770762,4,2016,1,0.15141378817827048,1,Argentinian,AD-000700,DEALER-058,GALLERY-035,Noah Taylor,11,481295.8,13.08423940660922,3.0,,4.0
AUC-001331,AH-016,ARTW-001947,2016-12-21,COL-0147,AUC-001331,8,217041.0,249904,ART-00434,Artwork 1947,Digital,1996,https://example.com/art/1947.jpg,163,36,24,True,34940,UNI-003,Cambiaso 24,Dubai,64,249904,12.428836124626088,5868,8.677439540558334,140832,11.85533007024455,20,1,10.461416203770762,4,2016,1,0.15141378817827048,1,Argentinian,AD-000701,DEALER-048,GALLERY-026,Alex Hernandez,13,112368.5,11.62954782730586,3.0,,4.0
AUC-001332,AH-015,ARTW-001181,2014-04-02,COL-0135,AUC-001332,1,175816.0,174537,ART-00259,Artwork 1181,Acrylic,2001,https://example.com/art/1181.jpg,136,85,3,True,147998,UNI-004,Guardian 73,Shanghai,62,174537,12.069897761960233,11560,9.355392643675321,34680,10.453947265542192,13,1,11.904960795966668,2,2014,1,-0.007274650771260864,1,Egyptian,AD-000411,DEALER-055,GALLERY-034,Mason Moore,12,494969.5,13.112253443815321,5.0,,5.0
AUC-001332,AH-015,ARTW-001181,2014-04-02,COL-0135,AUC-001332,1,175816.0,174537,ART-00259,Artwork 1181,Acrylic,2001,https://example.com/art/1181.jpg,136,85,3,True,147998,UNI-004,Guardian 73,Shanghai,62,174537,12.069897761960233,11560,9.355392643675321,34680,10.453947265542192,13,1,11.904960795966668,2,2014,1,-0.007274650771260864,1,Egyptian,AD-000412,DEALER-043,GALLERY-001,Morgan Martin,18,306762.6,12.633832697368677,5.0,,5.0
AUC-001333,AH-006,ARTW-000786,2010-05-18,MUSEUM-007,AUC-001333,5,114301.0,127012,ART-00171,Artwork 786,Digital,1998,https://example.com/art/786.jpg,105,84,10,True,492349,UNI-001,Wright 25,Sydney,80,127012,11.752044722406799,8820,9.084890521258767,88200,11.38737357979909,12,1,13.106945124675947,2,2010,1,0.11120637614719031,0,Bangladeshi,AD-000272,DEALER-042,GALLERY-018,Ethan Wilson,15,165610.3,12.017398755320253,4.0,2.0,2.0
AUC-001334,AH-007,ARTW-000605,2022-05-04,COL-0093,AUC-001334,6,183091.0,207735,ART-00135,Artwork 605,Oil on Canvas,2000,https://example.com/art/605.jpg,83,183,43,True,467777,UNI-005,PolyArts 82,Milan,87,207735,12.244023321758648,15189,9.628392595589819,653127,13.3895284074262,22,1,13.055749103381615,2,2022,1,0.13459973455822513,1,Danish,AD-000215,DEALER-009,GALLERY-039,Mason Williams,23,79582.6,11.284563320454593,4.0,1.0,5.0
AUC-001334,AH-007,ARTW-000605,2022-05-04,COL-0093,AUC-001334,6,183091.0,207735,ART-00135,Artwork 605,Oil on Canvas,2000,https://example.com/art/605.jpg,83,183,43,True,467777,UNI-005,PolyArts 82,Milan,87,207735,12.244023321758648,15189,9.628392595589819,653127,13.3895284074262,22,1,13.055749103381615,2,2022,1,0.13459973455822513,1,Danish,AD-000216,DEALER-057,GALLERY-025,Liam Jones,8,54008.5,10.896915235999186,4.0,1.0,5.0
AUC-001335,AH-026,ARTW-002225,2013-05-18,COL-0108,AUC-001335,1,95139.0,94322,ART-00493,Artwork 2225,Digital,1978,https://example.com/art/2225.jpg,152,166,17,True,485158,UNI-003,Sothelake 25,Dubai,80,94322,11.45448034132121,25232,10.135907940630547,428944,12.96908398456297,35,1,13.092231951244997,2,2013,1,-0.00858743522635302,1,Indian,AD-000807,DEALER-009,GALLERY-039,Mason Williams,23,79582.6,11.284563320454593,2.0,2.0,
AUC-001335,AH-026,ARTW-002225,2013-05-18,COL-0108,AUC-001335,1,95139.0,94322,ART-00493,Artwork 2225,Digital,1978,https://example.com/art/2225.jpg,152,166,17,True,485158,UNI-003,Sothelake 25,Dubai,80,94322,11.45448034132121,25232,10.135907940630547,428944,12.96908398456297,35,1,13.092231951244997,2,2013,1,-0.00858743522635302,1,Indian,AD-000808,DEALER-012,GALLERY-006,Olivia Jones,21,126775.8,11.750183338945385,2.0,2.0,
AUC-001336,AH-024,ARTW-001319,2014-05-13,COL-0079,AUC-001336,4,161774.0,174913,ART-00289,Artwork 1319,Watercolour,1976,https://example.com/art/1319.jpg,150,148,36,False,150482,UNI-003,Lempertz 44,Milan,64,174913,12.072049703543627,22200,10.007892611890918,799200,13.59136775756695,38,0,11.921605399980335,2,2014,1,0.08121824273369022,1,Spanish,AD-000462,DEALER-018,GALLERY-031,Avery Martin,12,213006.1,12.269080777469352,,,6.0
AUC-001336,AH-024,ARTW-001319,2014-05-13,COL-0079,AUC-001336,4,161774.0,174913,ART-00289,Artwork 1319,Watercolour,1976,https://example.com/art/1319.jpg,150,148,36,False,150482,UNI-003,Lempertz 44,Milan,64,174913,12.072049703543627,22200,10.007892611890918,799200,13.59136775756695,38,0,11.921605399980335,2,2014,1,0.08121824273369022,1,Spanish,AD-000463,DEALER-022,GALLERY-039,Harper Thomas,14,833029.0,13.632824934906239,,,6.0
AUC-001336,AH-024,ARTW-001319,2014-05-13,COL-0079,AUC-001336,4,161774.0,174913,ART-00289,Artwork 1319,Watercolour,1976,https://example.com/art/1319.jpg,150,148,36,False,150482,UNI-003,Lempertz 44,Milan,64,174913,12.072049703543627,22200,10.007892611890918,799200,13.59136775756695,38,0,11.921605399980335,2,2014,1,0.08121824273369022,1,Spanish,AD-000464,DEALER-044,GALLERY-005,Oliver Lopez,16,1203879.4,14.001060564368629,,,6.0
AUC-001337,AH-017,ARTW-000302,2017-03-23,COL-0180,AUC-001337,8,180879.0,212365,ART-00065,Artwork 302,Acrylic,1985,https://example.com/art/302.jpg,89,199,32,False,356485,UNI-005,Philhams 52,Chicago,96,212365,12.26606648020693,17711,9.781997654948418,566752,13.24767886169498,32,0,12.784050247378136,1,2017,1,0.17407216979306608,0,Vietnamese,AD-000105,DEALER-009,GALLERY-039,Mason Williams,23,79582.6,11.284563320454593,,,6.0
AUC-001337,AH-017,ARTW-000302,2017-03-23,COL-0180,AUC-001337,8,180879.0,212365,ART-00065,Artwork 302,Acrylic,1985,https://example.com/art/302.jpg,89,199,32,False,356485,UNI-005,Philhams 52,Chicago,96,212365,12.26606648020693,17711,9.781997654948418,566752,13.24767886169498,32,0,12.784050247378136,1,2017,1,0.17407216979306608,0,Vietnamese,AD-000106,DEALER-031,GALLERY-038,Taylor Lopez,12,104194.2,11.55402134198125,,,6.0
AUC-001337,AH-017,ARTW-000302,2017-03-23,COL-0180,AUC-001337,8,180879.0,212365,ART-00065,Artwork 302,Acrylic,1985,https://example.com/art/302.jpg,89,199,32,False,356485,UNI-005,Philhams 52,Chicago,96,212365,12.26606648020693,17711,9.781997654948418,566752,13.24767886169498,32,0,12.784050247378136,1,2017,1,0.17407216979306608,0,Vietnamese,AD-000107,DEALER-035,GALLERY-019,Lucas Davis,14,339972.2,12.736622069956194,,,6.0
AUC-001338,AH-001,ARTW-000143,2010-11-01,COL-0060,AUC-001338,2,169371.0,178196,ART-00029,Artwork 143,Acrylic,2017,https://example.com/art/143.jpg,57,101,44,False,453487,UNI-005,Dorothea 70,Chicago,89,178196,12.0906449588603,5757,8.65834547117212,253308,12.442365366349476,0,0,13.024724087327256,4,2010,1,0.05210455154660479,0,Turkish,AD-000049,DEALER-056,GALLERY-020,Casey Martinez,14,694935.6,13.451575897364274,3.0,,
AUC-001338,AH-001,ARTW-000143,2010-11-01,COL-0060,AUC-001338,2,169371.0,178196,ART-00029,Artwork 143,Acrylic,2017,https://example.com/art/143.jpg,57,101,44,False,453487,UNI-005,Dorothea 70,Chicago,89,178196,12.0906449588603,5757,8.65834547117212,253308,12.442365366349476,0,0,13.024724087327256,4,2010,1,0.05210455154660479,0,Turkish,AD-000050,DEALER-032,GALLERY-001,Harper Lopez,13,566889.0,13.247920560361434,3.0,,
AUC-001339,AH-025,ARTW-000017,2014-04-27,MUSEUM-007,AUC-001339,4,219507.0,231916,ART-00004,Artwork 17,Acrylic,2019,https://example.com/art/17.jpg,136,62,12,False,221563,UNI-004,Sothelake 71,Chicago,89,231916,12.354134828016875,8432,9.039907859574642,101184,11.52470580350576,0,0,12.308466765784397,2,2014,1,0.056531226794589697,0,Chinese,AD-000006,DEALER-048,GALLERY-026,Alex Hernandez,13,112368.5,11.62954782730586,1.0,1.0,
AUC-001339,AH-025,ARTW-000017,2014-04-27,MUSEUM-007,AUC-001339,4,219507.0,231916,ART-00004,Artwork 17,Acrylic,2019,https://example.com/art/17.jpg,136,62,12,False,221563,UNI-004,Sothelake 71,Chicago,89,231916,12.354134828016875,8432,9.039907859574642,101184,11.52470580350576,0,0,12.308466765784397,2,2014,1,0.056531226794589697,0,Chinese,AD-000007,DEALER-047,GALLERY-025,Taylor Moore,12,441306.7,12.997497643553185,1.0,1.0,
AUC-001339,AH-025,ARTW-000017,2014-04-27,MUSEUM-007,AUC-001339,4,219507.0,231916,ART-00004,Artwork 17,Acrylic,2019,https://example.com/art/17.jpg,136,62,12,False,221563,UNI-004,Sothelake 71,Chicago,89,231916,12.354134828016875,8432,9.039907859574642,101184,11.52470580350576,0,0,12.308466765784397,2,2014,1,0.056531226794589697,0,Chinese,AD-000008,DEALER-046,GALLERY-001,Mia Moore,16,1010339.3,13.825797762762113,1.0,1.0,
AUC-001340,AH-021,ARTW-000012,2013-11-01,COL-0057,AUC-001340,5,211009.0,227413,ART-00003,Artwork 12,Watercolour,1999,https://example.com/art/12.jpg,94,34,5,False,40890,UNI-001,Bambino 16,Seoul,100,227413,12.3345274239268,3196,8.069968149059841,15980,9.679155795585109,14,0,10.618665268916827,4,2013,1,0.07774075987280163,1,Filipino,AD-000003,DEALER-002,GALLERY-027,Skyler Brown,14,54012.7,10.896992997072772,,2.0,6.0
AUC-001340,AH-021,ARTW-000012,2013-11-01,COL-0057,AUC-001340,5,211009.0,227413,ART-00003,Artwork 12,Watercolour,1999,https://example.com/art/12.jpg,94,34,5,False,40890,UNI-001,Bambino 16,Seoul,100,227413,12.3345274239268,3196,8.069968149059841,15980,9.679155795585109,14,0,10.618665268916827,4,2013,1,0.07774075987280163,1,Filipino,AD-000004,DEALER-023,GALLERY-034,Olivia Wilson,16,814882.2,13.610800069069292,,2.0,6.0
AUC-001340,AH-021,ARTW-000012,2013-11-01,COL-0057,AUC-001340,5,211009.0,227413,ART-00003,Artwork 12,Watercolour,1999,https://example.com/art/12.jpg,94,34,5,False,40890,UNI-001,Bambino 16,Seoul,100,227413,12.3345274239268,3196,8.069968149059841,15980,9.679155795585109,14,0,10.618665268916827,4,2013,1,0.07774075987280163,1,Filipino,AD-000005,DEALER-029,GALLERY-030,Mason Jackson,16,304595.0,12.62674158738061,,2.0,6.0
AUC-001341,AH-011,ARTW-001813,2017-01-10,COL-0062,AUC-001341,17,,98244,ART-00404,Artwork 1813,Acrylic,1953,https://example.com/art/1813.jpg,72,174,39,False,444659,UNI-003,Ketterer 30,Madrid,64,98244,11.495219637851296,12528,9.435801236245553,488592,13.099285111055586,64,0,13.00506522417346,1,2017,0,,0,Australian,AD-000651,DEALER-060,GALLERY-038,Mason Wilson,15,251142.8,12.43378096243111,,,
AUC-001342,AH-010,ARTW-000873,2019-07-17,COL-0179,AUC-001342,3,135365.0,138355,ART-00190,Artwork 873,Photography,2010,https://example.com/art/873.jpg,73,94,1,False,218906,UNI-003,Tajan 86,Dubai,85,138355,11.837585352543579,6862,8.833899942908635,6862,8.833899942908635,9,0,12.296402261071846,3,2019,1,0.022088427584678463,1,Mexican,AD-000304,DEALER-058,GALLERY-035,Noah Taylor,11,481295.8,13.08423940660922,,3.0,
AUC-001343,AH-005,ARTW-000705,2023-05-05,COL-0186,AUC-001343,8,198307.0,211617,ART-00155,Artwork 705,Mixed Media,1960,https://example.com/art/705.jpg,43,144,3,False,366907,UNI-003,Dorothea 21,Paris,88,211617,12.26253804151093,6192,8.731174900938061,18576,9.829679535391405,63,0,12.812866414412014,2,2023,1,0.06711815518362943,1,Brazilian,AD-000247,DEALER-004,GALLERY-036,Noah Hernandez,14,131857.8,11.78948693206468,,1.0,6.0
AUC-001344,AH-017,ARTW-000550,2018-02-01,COL-0121,AUC-001344,1,64041.0,63512,ART-00122,Artwork 550,Watercolour,2012,https://example.com/art/550.jpg,64,146,3,True,272319,UNI-003,Philhams 52,Chicago,96,63512,11.05899988833705,9344,9.142596719889664,28032,10.241137666615815,6,1,12.514733124367146,1,2018,1,-0.008260333224028357,0,Hungarian,AD-000194,DEALER-009,GALLERY-039,Mason Williams,23,79582.6,11.284563320454593,,,
AUC-001345,AH-005,ARTW-000106,2014-06-14,COL-0031,AUC-001345,12,,65065,ART-00022,Artwork 106,Mixed Media,1992,https://example.com/art/106.jpg,20,86,42,False,263802,UNI-001,Dorothea 21,Paris,88,65065,11.08315741833889,1720,7.450660796211539,72240,11.187763030741458,22,0,12.482957891452394,2,2014,0,,1,Hungarian,AD-000037,DEALER-021,GALLERY-028,Olivia Moore,22,1131754.9,13.939280878450068,3.0,,
AUC-001345,AH-005,ARTW-000106,2014-06-14,COL-0031,AUC-001345,12,,65065,ART-00022,Artwork 106,Mixed Media,1992,https://example.com/art/106.jpg,20,86,42,False,263802,UNI-001,Dorothea 21,Paris,88,65065,11.08315741833889,1720,7.450660796211539,72240,11.187763030741458,22,0,12.482957891452394,2,2014,0,,1,Hungarian,AD-000038,DEALER-006,GALLERY-022,Elijah Hernandez,16,91529.4,11.424426436521138,3.0,,
AUC-001346,AH-004,ARTW-000411,2013-10-20,COL-0122,AUC-001346,1,109494.0,109318,ART-00091,Artwork 411,Mixed Media,2011,https://example.com/art/411.jpg,164,61,43,False,280368,UNI-002,Tajan 57,Paris,76,109318,11.60202549254316,10004,9.210840247017833,430172,12.971942732339905,2,0,12.543861871682694,4,2013,1,-0.0016073940124573037,1,Ethiopian,AD-000147,DEALER-018,GALLERY-031,Avery Martin,12,213006.1,12.269080777469352,3.0,3.0,5.0
AUC-001346,AH-004,ARTW-000411,2013-10-20,COL-0122,AUC-001346,1,109494.0,109318,ART-00091,Artwork 411,Mixed Media,2011,https://example.com/art/411.jpg,164,61,43,False,280368,UNI-002,Tajan 57,Paris,76,109318,11.60202549254316,10004,9.210840247017833,430172,12.971942732339905,2,0,12.543861871682694,4,2013,1,-0.0016073940124573037,1,Ethiopian,AD-000148,DEALER-052,GALLERY-027,Taylor Jones,20,146171.5,11.892542710109863,3.0,3.0,5.0
AUC-001347,AH-025,ARTW-000925,2020-08-15,COL-0064,AUC-001347,6,27002.0,28556,ART-00202,Artwork 925,Digital,1990,https://example.com/art/925.jpg,99,141,36,False,252277,UNI-005,Sothelake 71,Chicago,89,28556,10.259657368919415,13959,9.543951376316363,502524,13.127400668921597,30,0,12.438286933046781,3,2020,1,0.057551292496852084,0,Swiss,AD-000322,DEALER-001,GALLERY-004,Skyler Williams,7,371370.5,12.824958188284281,1.0,,4.0
AUC-001348,AH-013,ARTW-001196,2024-08-10,COL-0182,AUC-001348,4,174772.0,180679,ART-00262,Artwork 1196,Photography,2005,https://example.com/art/1196.jpg,171,38,22,False,140351,UNI-001,Bambino 28,Hong Kong,82,180679,12.104482789768541,6498,8.77940359789435,142956,11.870299164722246,19,0,11.85190883177756,3,2024,1,0.033798320097040715,1,Spanish,AD-000416,DEALER-039,GALLERY-003,Alex Jones,9,72891.1,11.196735544497669,2.0,,5.0
AUC-001348,AH-013,ARTW-001196,2024-08-10,COL-0182,AUC-001348,4,174772.0,180679,ART-00262,Artwork 1196,Photography,2005,https://example.com/art/1196.jpg,171,38,22,False,140351,UNI-001,Bambino 28,Hong Kong,82,180679,12.104482789768541,6498,8.77940359789435,142956,11.870299164722246,19,0,11.85190883177756,3,2024,1,0.033798320097040715,1,Spanish,AD-000417,DEALER-046,GALLERY-001,Mia Moore,16,1010339.3,13.825797762762113,2.0,,5.0
AUC-001349,AH-013,ARTW-002130,2013-10-08,COL-0017,AUC-001349,13,102442.0,124116,ART-00472,Artwork 2130,Watercolour,2020,https://example.com/art/2130.jpg,189,113,38,True,482403,UNI-003,Bambino 28,Hong Kong,82,124116,11.728979948112302,21357,9.969181655731491,811566,13.606722225683285,0,1,13.0865372162347,4,2013,1,0.21157337810663596,1,South African,AD-000766,DEALER-044,GALLERY-005,Oliver Lopez,16,1203879.4,14.001060564368629,,,
AUC-001349,AH-013,ARTW-002130,2013-10-08,COL-0017,AUC-001349,13,102442.0,124116,ART-00472,Artwork 2130,Watercolour,2020,https://example.com/art/2130.jpg,189,113,38,True,482403,UNI-003,Bambino 28,Hong Kong,82,124116,11.728979948112302,21357,9.969181655731491,811566,13.606722225683285,0,1,13.0865372162347,4,2013,1,0.21157337810663596,1,South African,AD-000767,DEALER-022,GALLERY-039,Harper Thomas,14,833029.0,13.632824934906239,,,
AUC-001349,AH-013,ARTW-002130,2013-10-08,COL-0017,AUC-001349,13,102442.0,124116,ART-00472,Artwork 2130,Watercolour,2020,https://example.com/art/2130.jpg,189,113,38,True,482403,UNI-003,Bambino 28,Hong Kong,82,124116,11.728979948112302,21357,9.969181655731491,811566,13.606722225683285,0,1,13.0865372162347,4,2013,1,0.21157337810663596,1,South African,AD-000768,DEALER-014,GALLERY-019,Evelyn Wilson,7,776210.7,13.562180571238022,,,
AUC-001350,AH-007,ARTW-000703,2022-09-09,COL-0159,AUC-001350,6,80856.0,89372,ART-00154,Artwork 703,Mixed Media,1981,https://example.com/art/703.jpg,53,140,9,False,187738,UNI-005,PolyArts 82,Milan,87,89372,11.400573902123549,7420,8.912069097970134,66780,11.109173887928804,41,0,12.142807979361404,3,2022,1,0.1053230434352429,1,Filipino,AD-000246,DEALER-053,GALLERY-024,Olivia Davis,10,151991.0,11.931583166864376,4.0,2.0,3.0
AUC-001351,AH-001,ARTW-001356,2010-04-09,COL-0106,AUC-001351,3,40361.0,43347,ART-00298,Artwork 1356,Sculpture,2006,https://example.com/art/1356.jpg,138,109,8,False,485403,UNI-002,Dorothea 70,Chicago,89,43347,10.677015845042886,15042,9.618668045697824,120336,11.698051419096807,4,0,13.092736812866972,2,2010,1,0.07398230965536037,0,Bangladeshi,AD-000479,DEALER-052,GALLERY-027,Taylor Jones,20,146171.5,11.892542710109863,5.0,,
AUC-001351,AH-001,ARTW-001356,2010-04-09,COL-0106,AUC-001351,3,40361.0,43347,ART-00298,Artwork 1356,Sculpture,2006,https://example.com/art/1356.jpg,138,109,8,False,485403,UNI-002,Dorothea 70,Chicago,89,43347,10.677015845042886,15042,9.618668045697824,120336,11.698051419096807,4,0,13.092736812866972,2,2010,1,0.07398230965536037,0,Bangladeshi,AD-000480,DEALER-012,GALLERY-006,Olivia Jones,21,126775.8,11.750183338945385,5.0,,
AUC-001351,AH-001,ARTW-001356,2010-04-09,COL-0106,AUC-001351,3,40361.0,43347,ART-00298,Artwork 1356,Sculpture,2006,https://example.com/art/1356.jpg,138,109,8,False,485403,UNI-002,Dorothea 70,Chicago,89,43347,10.677015845042886,15042,9.618668045697824,120336,11.698051419096807,4,0,13.092736812866972,2,2010,1,0.07398230965536037,0,Bangladeshi,AD-000481,DEALER-050,GALLERY-036,Noah Wilson,12,181179.2,12.10724739509727,5.0,,
AUC-001352,AH-021,ARTW-000220,2020-03-09,COL-0143,AUC-001352,1,24304.0,23538,ART-00047,Artwork 220,Oil on Canvas,2000,https://example.com/art/220.jpg,166,191,11,False,89288,UNI-005,Bambino 16,Seoul,100,23538,10.066413899028326,31706,10.364292755677457,348766,12.762159356449402,20,0,11.399633578986123,1,2020,1,-0.0315174456879526,1,Ethiopian,AD-000076,DEALER-055,GALLERY-034,Mason Moore,12,494969.5,13.112253443815321,,1.0,5.0
AUC-001353,AH-016,ARTW-002169,2022-08-24,MUSEUM-013,AUC-001353,1,8407.0,8357,ART-00481,Artwork 2169,Photography,1989,https://example.com/art/2169.jpg,39,165,11,False,378305,UNI-002,Cambiaso 24,Dubai,64,8357,9.03097444300786,6435,8.769662508112274,70785,11.167416520015664,33,0,12.843458670923576,3,2022,1,-0.005947424765076721,1,New Zealander,AD-000785,DEALER-031,GALLERY-038,Taylor Lopez,12,104194.2,11.55402134198125,,1.0,2.0
AUC-001354,AH-013,ARTW-001619,2010-05-21,COL-0064,AUC-001354,14,,54465,ART-00359,Artwork 1619,Photography,1960,https://example.com/art/1619.jpg,90,113,20,False,51005,UNI-001,Bambino 28,Hong Kong,82,54465,10.905331932762941,10170,9.227295812625597,203400,12.222934679005357,50,0,10.839698551845414,2,2010,0,,1,Italian,AD-000577,DEALER-033,GALLERY-015,Mason Moore,16,493749.9,13.109786417980617,2.0,3.0,5.0
AUC-001354,AH-013,ARTW-001619,2010-05-21,COL-0064,AUC-001354,14,,54465,ART-00359,Artwork 1619,Photography,1960,https://example.com/art/1619.jpg,90,113,20,False,51005,UNI-001,Bambino 28,Hong Kong,82,54465,10.905331932762941,10170,9.227295812625597,203400,12.222934679005357,50,0,10.839698551845414,2,2010,0,,1,Italian,AD-000578,DEALER-021,GALLERY-028,Olivia Moore,22,1131754.9,13.939280878450068,2.0,3.0,5.0
AUC-001355,AH-017,ARTW-001676,2014-01-12,COL-0150,AUC-001355,1,70970.0,70878,ART-00373,Artwork 1676,Digital,1964,https://example.com/art/1676.jpg,180,170,17,True,476719,UNI-003,Philhams 52,Chicago,96,70878,11.168729476827295,30600,10.328787967145063,520200,13.161970554332402,50,1,13.07468459542086,1,2014,1,-0.0012963223897421445,0,Australian,AD-000597,DEALER-031,GALLERY-038,Taylor Lopez,12,104194.2,11.55402134198125,4.0,1.0,3.0
